Date,HomeTeam,AwayTeam,Bet,Odds,EV,ActualResult,Profit,Won
2025-10-25,Espanol,Elche,home,1.95,0.10159008321562424,home,0.95,True
2025-10-25,Girona,Oviedo,away,4.75,0.18329716907331473,draw,-1.0,False
2025-10-25,Valencia,Villarreal,away,2.2,0.06136578334136766,away,1.2000000000000002,True
2025-10-26,Vallecano,Alaves,home,2.1,0.04815619140806615,home,1.1,True
2025-10-26,Real Madrid,Barcelona,away,3.3,0.2657827105190236,home,-1.0,False
2025-10-26,Mallorca,Levante,draw,3.3,0.031132960215708216,draw,2.3,True
2025-10-26,Osasuna,Celta,home,2.35,0.09161811035626033,away,-1.0,False
2025-11-01,Sociedad,Ath Bilbao,away,2.8,0.22521222558650922,home,-1.0,False
2025-11-01,Villarreal,Vallecano,home,1.7,0.0630458897809274,home,0.7,True
2025-11-02,Levante,Celta,draw,3.4,0.14470951185756897,away,-1.0,False
2025-11-02,Alaves,Espanol,home,2.38,0.053877995428768255,home,1.38,True
2025-11-03,Oviedo,Osasuna,home,3.0,0.08562195751654778,draw,-1.0,False
2025-11-07,Elche,Sociedad,draw,3.2,0.07924383046150196,draw,2.2,True
2025-11-08,Espanol,Villarreal,away,2.38,0.29229488033467743,away,1.38,True
2025-11-08,Girona,Alaves,draw,3.25,0.037513649622091805,home,-1.0,False
2025-11-08,Sevilla,Osasuna,away,3.5,0.05856310024712563,home,-1.0,False
2025-11-09,Vallecano,Real Madrid,away,1.5,0.12609427419869101,draw,-1.0,False
2025-11-09,Valencia,Betis,draw,3.4,0.0519304409014274,draw,2.4,True
2025-11-09,Celta,Barcelona,away,1.65,0.10032972350613312,away,0.6499999999999999,True
2025-11-09,Ath Bilbao,Oviedo,away,8.0,0.07516487868086497,home,-1.0,False
2025-11-09,Mallorca,Getafe,home,2.5,0.06751568288585741,home,1.5,True
2025-11-21,Valencia,Levante,home,2.0,0.06167355650241979,home,1.0,True
2025-11-22,Villarreal,Mallorca,home,1.44,0.06427370642094532,home,0.43999999999999995,True
2025-11-22,Osasuna,Sociedad,home,2.8,0.2536995637290407,away,-1.0,False
2025-11-23,Elche,Real Madrid,away,1.38,0.034991585380102164,draw,-1.0,False
2025-11-23,Oviedo,Vallecano,home,3.5,0.38261300571264445,draw,-1.0,False
2025-11-23,Getafe,Ath Madrid,away,1.73,0.03275206476416592,away,0.73,True
2025-11-23,Betis,Girona,draw,4.33,0.059451427180527316,draw,3.33,True
2025-11-28,Getafe,Elche,home,2.25,0.11358296304104787,home,1.25,True
2025-11-29,Ath Madrid,Oviedo,away,17.0,0.3643073907417813,home,-1.0,False
2025-11-29,Levante,Ath Bilbao,away,2.15,0.04231102968033462,away,1.15,True
2025-11-30,Girona,Real Madrid,draw,5.25,0.037739004911171214,draw,4.25,True
2025-11-30,Sevilla,Betis,away,2.38,0.0857671522543264,away,1.38,True
2025-11-30,Sociedad,Villarreal,away,2.45,0.29291862031905924,away,1.4500000000000002,True
2025-12-03,Ath Bilbao,Real Madrid,away,1.8,0.15723969255004588,away,0.8,True
2025-12-05,Oviedo,Mallorca,home,2.55,0.14587607043975237,draw,-1.0,False
2025-12-06,Betis,Barcelona,away,1.73,0.06764419335162941,away,0.73,True
2025-12-06,Villarreal,Getafe,home,1.62,0.23579362367987056,home,0.6200000000000001,True
2025-12-06,Ath Bilbao,Ath Madrid,away,2.25,0.13890021650826312,home,-1.0,False
2025-12-07,Valencia,Sevilla,home,2.15,0.08302579105213503,draw,-1.0,False
2025-12-07,Real Madrid,Celta,home,1.3,0.06262747565829407,away,-1.0,False
2025-12-07,Elche,Girona,draw,3.3,0.15205198775382156,home,-1.0,False
2025-12-07,Espanol,Vallecano,home,2.25,0.03761585064365902,home,1.25,True
2025-12-08,Osasuna,Levante,draw,3.8,0.05832874066983229,home,-1.0,False
2025-12-12,Sociedad,Girona,draw,3.9,0.11097202782517446,away,-1.0,False
2025-12-13,Ath Madrid,Valencia,away,11.0,0.16018517795430798,home,-1.0,False
2025-12-13,Mallorca,Elche,home,2.45,0.1317599519850563,home,1.4500000000000002,True
2025-12-14,Alaves,Real Madrid,away,1.6,0.17577971417887617,away,0.6000000000000001,True
2025-12-15,Vallecano,Betis,away,2.75,0.17572417156339792,draw,-1.0,False
2025-12-20,Levante,Sociedad,draw,3.4,0.2529996254506859,draw,2.4,True
2025-12-20,Osasuna,Alaves,home,2.2,0.10147319709338465,home,1.2000000000000002,True
2025-12-20,Oviedo,Celta,draw,3.4,0.059620065036948056,draw,2.4,True
2025-12-21,Villarreal,Barcelona,draw,4.75,0.10145444899557177,away,-1.0,False
2025-12-21,Betis,Getafe,home,1.7,0.14690725631192025,home,0.7,True
2025-12-22,Ath Bilbao,Espanol,away,5.0,0.04323292327535255,away,4.0,True
2026-01-02,Vallecano,Getafe,home,2.05,0.13557594153695063,draw,-1.0,False
2026-01-03,Celta,Valencia,home,2.0,0.08649865367830656,home,1.0,True
2026-01-03,Elche,Villarreal,away,2.2,0.2148974100979648,away,1.2000000000000002,True
2026-01-03,Espanol,Barcelona,away,1.5,0.12826744782942412,away,0.5,True
2026-01-03,Osasuna,Ath Bilbao,home,3.0,0.1090245322581136,draw,-1.0,False
2026-01-04,Sociedad,Ath Madrid,away,1.91,0.07151251096995992,draw,-1.0,False
2026-01-04,Mallorca,Girona,home,2.25,0.1352881949209257,away,-1.0,False
2026-01-04,Alaves,Oviedo,away,5.25,0.11623342310885665,draw,-1.0,False
2026-01-09,Getafe,Sociedad,home,3.3,0.16264631408492103,away,-1.0,False
2026-01-10,Girona,Osasuna,draw,3.25,0.07563290514154697,home,-1.0,False
2026-01-10,Oviedo,Betis,draw,3.5,0.03657695161511931,draw,2.5,True
2026-01-10,Valencia,Elche,draw,3.2,0.08549797429625072,draw,2.2,True
2026-01-10,Villarreal,Alaves,home,1.45,0.08565684781185245,home,0.44999999999999996,True
2026-01-11,Levante,Espanol,home,3.1,0.08026449623810628,draw,-1.0,False
2026-01-12,Sevilla,Celta,draw,3.3,0.11873820728537487,away,-1.0,False
2026-01-17,Betis,Villarreal,away,2.63,0.16477602317191287,home,-1.0,False
2026-01-17,Mallorca,Ath Bilbao,home,3.8,0.2346704996083695,home,2.8,True
2026-01-18,Celta,Vallecano,home,2.05,0.18171495659602765,home,1.0499999999999998,True
2026-01-18,Sociedad,Barcelona,away,1.55,0.12088720919211626,home,-1.0,False
2026-01-19,Elche,Sevilla,draw,3.3,0.08837540602522087,draw,2.3,True
2026-01-23,Levante,Elche,draw,3.3,0.20673280271539984,home,-1.0,False
2026-01-24,Villarreal,Real Madrid,away,2.0,0.09067427386929938,away,1.0,True
2026-01-24,Vallecano,Osasuna,away,3.6,0.03179244277857385,away,2.6,True
2026-01-24,Sevilla,Ath Bilbao,away,2.63,0.05508599420723059,home,-1.0,False
2026-01-24,Valencia,Espanol,home,2.45,0.0705686120568294,home,1.4500000000000002,True
2026-01-25,Alaves,Betis,away,2.7,0.25427365886055386,home,-1.0,False
2026-01-25,Sociedad,Celta,away,3.9,0.2992821806173116,home,-1.0,False
2026-01-26,Girona,Getafe,home,2.1,0.12331009364117218,draw,-1.0,False
2026-01-31,Oviedo,Girona,home,2.75,0.05261369069706623,home,1.75,True
2026-01-31,Osasuna,Villarreal,away,2.55,0.3382093130904844,draw,-1.0,False
2026-01-31,Elche,Barcelona,draw,5.75,0.19948029335911954,away,-1.0,False
2026-02-01,Ath Bilbao,Sociedad,home,2.3,0.11736481375882035,draw,-1.0,False
2026-02-01,Betis,Valencia,home,1.83,0.08118079546946877,home,0.8300000000000001,True
2026-02-01,Getafe,Celta,away,2.8,0.1058294134260993,draw,-1.0,False
2026-02-01,Real Madrid,Vallecano,home,1.25,0.06581176263529143,home,0.25,True
2026-02-02,Mallorca,Sevilla,home,2.4,0.12244522664051938,home,1.4,True
2026-02-07,Barcelona,Mallorca,draw,9.0,0.11673451277904756,home,-1.0,False
2026-02-07,Sociedad,Elche,draw,4.0,0.08353652912967635,home,-1.0,False
2026-02-08,Valencia,Real Madrid,away,1.55,0.11376181926595597,away,0.55,True
2026-02-08,Sevilla,Girona,draw,3.3,0.12988230319566885,draw,2.3,True
2026-02-08,Alaves,Getafe,home,2.3,0.14385712699813547,away,-1.0,False
2026-02-08,Ath Madrid,Betis,away,6.25,0.28193721947361006,away,5.25,True
2026-02-09,Villarreal,Espanol,home,1.7,0.1429062196602071,home,0.7,True
2026-02-13,Elche,Osasuna,draw,3.3,0.2434520350002023,draw,2.3,True
2026-02-14,Espanol,Celta,draw,3.2,0.044299206146989345,draw,2.2,True
2026-02-14,Getafe,Villarreal,away,2.25,0.3327971370852876,home,-1.0,False
2026-02-14,Real Madrid,Sociedad,home,1.33,0.04493649278147949,home,0.33000000000000007,True
2026-02-15,Levante,Valencia,draw,3.25,0.09400275365411193,away,-1.0,False
2026-02-15,Mallorca,Betis,away,2.45,0.08803579669671158,away,1.4500000000000002,True
2026-02-18,Levante,Villarreal,away,1.8,0.11242167605716236,away,0.8,True
2026-02-20,Ath Bilbao,Elche,home,1.67,0.06002088764838942,home,0.6699999999999999,True
2026-02-21,Betis,Vallecano,home,1.9,0.13257950051209,draw,-1.0,False
2026-02-21,Osasuna,Real Madrid,away,1.7,0.19977114955623798,home,-1.0,False
2026-02-21,Sociedad,Oviedo,away,7.5,0.26056771348672014,draw,-1.0,False
2026-02-22,Villarreal,Valencia,home,1.7,0.16337213846531085,home,0.7,True
2026-02-22,Barcelona,Levante,draw,11.0,0.06663460191041537,home,-1.0,False
2026-02-22,Getafe,Sevilla,home,2.35,0.10108167629029285,away,-1.0,False
2026-02-23,Alaves,Girona,away,3.5,0.06622636806150317,draw,-1.0,False
2026-02-27,Levante,Alaves,draw,3.1,0.10452456005170196,home,-1.0,False
2026-02-28,Barcelona,Villarreal,away,7.0,0.3680062568798175,home,-1.0,False
2026-02-28,Mallorca,Sociedad,draw,3.3,0.17124743645542972,away,-1.0,False
2026-02-28,Vallecano,Ath Bilbao,away,3.2,0.10483216672535,draw,-1.0,False
2026-03-01,Betis,Sevilla,home,1.75,0.15770053685567098,draw,-1.0,False
2026-03-01,Elche,Espanol,draw,3.3,0.17465772041911554,draw,2.3,True
2026-03-02,Real Madrid,Getafe,home,1.3,0.10822400733760995,away,-1.0,False
2026-03-04,Vallecano,Oviedo,draw,3.75,0.05194592882816029,home,-1.0,False
2026-03-06,Celta,Real Madrid,away,2.3,0.47310445337876983,away,1.2999999999999998,True
2026-03-07,Ath Bilbao,Barcelona,away,1.62,0.09069009883309898,away,0.6200000000000001,True
2026-03-07,Levante,Girona,draw,3.4,0.18296963415930545,draw,2.4,True
2026-03-08,Villarreal,Elche,home,1.5,0.11408049548542043,home,0.5,True
2026-03-08,Valencia,Alaves,home,2.05,0.10075810370289817,home,1.0499999999999998,True
2026-03-08,Sevilla,Vallecano,draw,3.1,0.09724106465354354,draw,2.1,True
2026-03-08,Getafe,Betis,away,2.8,0.31862496386395733,home,-1.0,False
2026-03-09,Espanol,Oviedo,draw,3.4,0.0978224761772839,draw,2.4,True
2026-03-13,Alaves,Villarreal,away,2.2,0.2184195683910286,draw,-1.0,False
2026-03-14,Ath Madrid,Getafe,home,1.57,0.12173373624634665,home,0.5700000000000001,True
2026-03-14,Girona,Ath Bilbao,draw,3.4,0.07228288895582535,home,-1.0,False
2026-03-14,Oviedo,Valencia,draw,3.2,0.09910333823172168,home,-1.0,False
2026-03-14,Real Madrid,Elche,home,1.33,0.14507232283110194,home,0.33000000000000007,True
2026-03-15,Sociedad,Osasuna,away,4.33,0.05885774936283483,home,-1.0,False
2026-03-15,Betis,Celta,home,2.2,0.03546503923292632,draw,-1.0,False
2026-03-15,Barcelona,Sevilla,home,1.25,0.061335240167533334,home,0.25,True
2026-03-15,Mallorca,Espanol,draw,3.2,0.07632808203076391,home,-1.0,False
2026-03-16,Vallecano,Levante,home,1.7,0.0683370089560853,draw,-1.0,False
2026-03-20,Villarreal,Sociedad,home,1.91,0.03549312924751491,home,0.9099999999999999,True
2026-03-21,Elche,Mallorca,draw,3.3,0.13801001838088323,home,-1.0,False
2026-03-21,Espanol,Getafe,home,2.35,0.08668559888880889,away,-1.0,False
2026-03-21,Levante,Oviedo,draw,3.3,0.06179248366627332,home,-1.0,False
2026-03-21,Osasuna,Girona,draw,3.4,0.0677300296157306,home,-1.0,False
2026-03-21,Sevilla,Valencia,draw,3.2,0.06204207075945045,away,-1.0,False
2026-03-22,Ath Bilbao,Betis,away,3.25,0.24031299969400322,home,-1.0,False
2026-03-22,Celta,Alaves,home,1.83,0.06661932785792923,away,-1.0,False
2026-03-22,Real Madrid,Ath Madrid,home,1.95,0.18839419764754806,home,0.95,True
2026-04-03,Vallecano,Elche,draw,3.9,0.05606693744823965,home,-1.0,False
2026-04-04,Mallorca,Real Madrid,away,1.57,0.17210460971727337,home,-1.0,False
2026-04-04,Ath Madrid,Barcelona,away,2.15,0.24728111221249272,away,1.15,True
2026-04-04,Sociedad,Levante,draw,4.2,0.23175356782236012,home,-1.0,False
2026-04-05,Valencia,Celta,away,3.2,0.06410263595580679,away,2.2,True
2026-04-05,Oviedo,Sevilla,home,2.8,0.11911908471826504,home,1.7999999999999998,True
2026-04-05,Alaves,Osasuna,draw,3.2,0.0456635338661866,draw,2.2,True
2026-04-05,Getafe,Ath Bilbao,home,3.0,0.09305579353819327,home,2.0,True
2026-04-06,Girona,Villarreal,away,2.2,0.08753858586508612,home,-1.0,False
2026-04-11,Barcelona,Espanol,home,1.29,0.08763331381432637,home,0.29000000000000004,True
2026-04-11,Elche,Valencia,draw,3.3,0.1800022381643256,home,-1.0,False
2026-04-11,Sevilla,Ath Madrid,away,2.8,0.6073499535207478,home,-1.0,False
2026-04-11,Sociedad,Alaves,draw,3.7,0.07477293318109246,draw,2.7,True
2026-04-12,Osasuna,Betis,away,3.3,0.19203926379318048,draw,-1.0,False
2026-04-12,Ath Bilbao,Villarreal,away,3.1,0.4661654108626676,away,2.1,True
2026-04-12,Celta,Oviedo,home,1.7,0.0433914686668857,away,-1.0,False
2026-04-21,Ath Bilbao,Osasuna,away,4.5,0.20561011020981912,home,-1.0,False
2026-04-21,Girona,Betis,away,3.0,0.09028196363077656,away,2.0,True
2026-04-21,Mallorca,Valencia,home,2.6,0.13498740314984858,draw,-1.0,False
2026-04-21,Real Madrid,Alaves,draw,6.5,0.08906976642788722,home,-1.0,False
2026-04-22,Elche,Ath Madrid,away,2.45,0.51058663624032,home,-1.0,False
2026-04-22,Sociedad,Getafe,home,2.3,0.21435488218190257,away,-1.0,False
2026-04-23,Vallecano,Espanol,home,2.1,0.048083422540466936,home,1.1,True
2026-04-23,Oviedo,Villarreal,away,2.05,0.14879479456472056,draw,-1.0,False
2026-04-24,Betis,Real Madrid,away,1.85,0.11937875368967976,draw,-1.0,False
2026-04-25,Alaves,Mallorca,draw,3.0,0.08237273763513975,home,-1.0,False
2026-04-25,Ath Madrid,Ath Bilbao,home,2.2,0.3855659368674116,home,1.2000000000000002,True
2026-04-25,Getafe,Barcelona,away,1.67,0.2562804012602844,away,0.6699999999999999,True
2026-04-25,Valencia,Girona,draw,3.4,0.061110453479991333,home,-1.0,False
2026-04-26,Osasuna,Sevilla,home,2.05,0.15909432603642149,home,1.0499999999999998,True
2026-04-26,Oviedo,Elche,home,2.4,0.20212791087897353,away,-1.0,False
2026-04-26,Villarreal,Celta,home,2.05,0.23244025274652724,home,1.0499999999999998,True
2026-04-27,Espanol,Levante,draw,3.4,0.16264905907981642,draw,2.4,True
2026-05-01,Girona,Mallorca,draw,3.4,0.06612902406224941,away,-1.0,False
2026-05-02,Valencia,Ath Madrid,away,4.0,1.133360693888215,away,3.0,True
2026-05-02,Alaves,Ath Bilbao,draw,3.4,0.09506888781542266,away,-1.0,False
2026-05-02,Osasuna,Barcelona,away,1.7,0.24187229821001255,away,0.7,True
2026-05-02,Villarreal,Levante,home,1.7,0.23835368089142017,home,0.7,True
2026-05-03,Getafe,Vallecano,away,4.2,0.18433584912400724,away,3.2,True
2026-05-03,Espanol,Real Madrid,away,1.73,0.24314442963437477,away,0.73,True
2026-05-03,Celta,Elche,draw,3.8,0.1372311960902306,home,-1.0,False
2026-05-04,Sevilla,Sociedad,draw,3.5,0.18307969610398733,home,-1.0,False
2026-05-08,Levante,Osasuna,away,2.88,0.08819362942544928,home,-1.0,False
2026-05-09,Ath Madrid,Celta,home,2.05,0.28219603133600724,away,-1.0,False
2026-05-09,Elche,Alaves,draw,3.3,0.13475721249326922,draw,2.3,True
2026-05-09,Sociedad,Betis,draw,3.5,0.0784659645794008,draw,2.5,True
2026-05-10,Oviedo,Getafe,home,3.0,0.24343995421416964,draw,-1.0,False
2026-05-10,Mallorca,Villarreal,away,3.0,0.6588387641347266,draw,-1.0,False
2026-05-10,Barcelona,Real Madrid,away,4.33,0.5076208092463881,home,-1.0,False
2026-05-11,Vallecano,Girona,home,2.3,0.07654015651804924,draw,-1.0,False
2026-05-12,Betis,Elche,home,1.57,0.06486258735260231,home,0.5700000000000001,True
2026-05-12,Celta,Levante,home,1.8,0.049413305156294385,away,-1.0,False
2026-05-12,Osasuna,Ath Madrid,away,2.63,0.23763791083403385,away,1.63,True
2026-05-13,Villarreal,Sevilla,home,2.1,0.5556863400940513,away,-1.0,False
2026-05-13,Espanol,Ath Bilbao,draw,3.3,0.10237638575804264,home,-1.0,False
2026-05-13,Alaves,Barcelona,away,2.15,0.6137259342547223,home,-1.0,False
2026-05-14,Girona,Sociedad,draw,3.8,0.25053055326196594,draw,2.8,True
2026-05-17,Ath Madrid,Girona,home,1.73,0.13526438983388722,home,0.73,True
2026-05-17,Barcelona,Betis,away,7.5,0.051944915939429404,home,-1.0,False
2026-05-17,Elche,Getafe,away,3.4,0.03173577470062172,home,-1.0,False
2026-05-17,Levante,Mallorca,draw,3.4,0.05946095454681144,home,-1.0,False
2026-05-17,Osasuna,Espanol,home,2.05,0.13717615341223133,away,-1.0,False
2026-05-17,Oviedo,Alaves,home,3.7,0.4284770785277605,away,-1.0,False
2026-05-17,Sevilla,Real Madrid,away,2.15,0.5112093218737861,away,1.15,True
2026-05-17,Sociedad,Valencia,home,2.15,0.10693504213061522,away,-1.0,False
2026-05-17,Vallecano,Villarreal,away,2.63,0.2817570452129705,home,-1.0,False
2026-05-23,Mallorca,Oviedo,away,7.0,0.43493734106598847,home,-1.0,False
2026-05-23,Girona,Elche,draw,3.9,0.11604492806671618,draw,2.9,True
2026-05-23,Real Madrid,Ath Bilbao,home,1.5,0.10643033151648318,home,0.5,True
2026-05-23,Valencia,Barcelona,away,1.85,0.3959194564898878,home,-1.0,False
2026-05-23,Celta,Sevilla,draw,3.8,0.07894504171010808,home,-1.0,False
2026-05-23,Betis,Levante,home,2.25,0.382821344014153,home,1.25,True
2026-05-23,Alaves,Vallecano,draw,3.4,0.07676389724545563,away,-1.0,False
2026-05-23,Espanol,Sociedad,draw,3.5,0.14837343689806914,draw,2.5,True
2026-05-24,Villarreal,Ath Madrid,home,2.45,0.08659140970981816,home,1.4500000000000002,True
